,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,additional_metadata,complete_mash_cluster,mlst,closest_genome_reference,closest_genome_taxonomy,mobile-1,mobile-4,mobile-2,mobile-3,mobile-10,mobile-7,mobile-6,mobile-5,mobile-8,mobile-9,roggenkampii,asburiae-1,asburiae-2,cancerogenous,kobei,bugandensis,mori,ludwigii,cloacae,hormaechei-steigerwaltii-2,hormaechei-steigerwaltii-4,hormaechei-steigerwaltii-1,hormaechei-steigerwaltii-3,hormaechei-hoffmannii-1,hormaechei-hoffmannii-2,hormaechei-hoffmannii-3,hormaechei-hormaechei,hormaechei-oharae,hormaechei-xiangfangensis-2,hormaechei-xiangfangensis-1,hormaechei-xiangfangensis-3,phylon_list
1296536.150,Enterobacter hormaechei subsp. xiangfangensis OSUCZKPC4-74,1296536,Complete,OSUCZKPC4-74,2022-02-23T00:00:00Z,PRJNA686409,SAMN17116081,GCA_022376795.1,"CP067065,CP067063,CP067064",,Complete,PacBio RS,100.0x,Canu v. 1.4,1,2,3,5289114,54.592716,5670,5058,environmental surface of zoo,2016,USA,USA: Ohio,,sample_type:Genomic DNA,6.0,171,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,mobile-1;mobile-2;hormaechei-xiangfangensis-2
GCA_050245235.1,Enterobacter hormaechei A28169,158836,Complete,A28169,2025-05-07,PRJNA1136676,SAMN42539252,GCA_050245235.1,SAMN42539252,University Hospital Muenster,OK,PacBio Sequel,,ASM5024523v1,1,3,4,5034048,54.5,,4661.0,not collected,2022,Germany,Germany,Homo sapiens,,4.0,-1,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-9
158836.892,Enterobacter hormaechei strain 189,158836,Complete,189,2020-11-05T00:00:00Z,PRJNA600798,SAMN13832016,GCA_015238615.1,"CP047965,CP047966,CP047967,CP047968,CP047969",The First Affiliated Hospital of Kunming Medical University,Complete,PacBio RSII; Illumina HiSeq,240.0x,FALCON v. v0.3.0.,1,4,5,5417742,55.155968,5373,5173,,,,,,,12.0,175,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-2;mobile-5;hormaechei-steigerwaltii-1
550.1099,Enterobacter cloacae strain AA4,550,Complete,AA4,2017-03-13T00:00:00Z,PRJNA357031,SAMN06130962,GCF_002025685.1,CP018785,Harvard University,Complete,PacBio,134.98x,HGAP v. OCT-2015,1,,1,4799256,54.63,4536,,root,2012-12,USA,USA:Boston,"Maize, Zea mays",sample_type:cell culture,32.0,1281,GCF_001750725.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;ludwigii
158836.609,Enterobacter hormaechei strain EGYMCRVIM,158836,Complete,EGYMCRVIM,2020-05-12T00:00:00Z,PRJNA630061,SAMN14534668,GCA_013046845.1,"CP053190,CP053191,CP053192,CP053193,CP053194",South valley university,Complete,Oxford Nanopore,165.0x,hybrid assembler Unicycler v. 0.4.7,1,4,5,5188211,54.676437,5097,,beef burger,2017-07-15,Egypt,Egypt: Qena,,collected_by:Mustafa sadek,7.0,279,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-1;mobile-2;mobile-5;hormaechei-xiangfangensis-3
GCA_037008945.2,Enterobacter bugandensis 2024CK-00243,881260,Complete,2024CK-00243,2024-03-31,PRJNA812595,SAMN40254320,GCA_037008945.2,SAMN40254320,Utah Public Health Laboratory Infectious Disease submission group,OK,Oxford Nanopore GridION; Illumina MiSeq,,ASM3700894v2,1,1,2,4801471,56.0,,4405.0,Wound/Abscess,2024-02-10,USA,USA,Homo sapiens,,30.0,-1,GCF_900324475.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter bugandensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bugandensis
158836.417,Enterobacter hormaechei strain C15,158836,Complete,C15,2019-10-09T00:00:00Z,PRJNA550014,SAMN12289339,GCA_008931405.1,"CP042488,CP042489,CP042490,CP042491,CP042492",University of Oxford,Complete,Oxford Nanopore MiniION,1043x,Unicycler v. SEP-2017,1,4,5,5188104,54.74314,5141,4969,clinical sample,2009-02-23,Australia,Australia: Sydney,"Human, Homo sapiens",sample_type:Whole organism;collected_by:Concord Repatriation Hospital Sydney Australia,5.0,114,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,mobile-1;mobile-3;hormaechei-xiangfangensis-1
GCA_043972025.1,Enterobacter bugandensis ECC-090,881260,Complete,ECC-090,2024-10-28,PRJNA1067818,SAMN39551831,GCA_043972025.1,SAMN39551831,National Health Research Institutes,OK,Oxford Nanopore GridION and Illumina NovaSeq,,ASM4397202v1,1,0,1,4712876,56.0,,4326.0,Ascites,2022-08-10,Taiwan,Taiwan,Homo sapiens,,31.0,-1,GCF_900324475.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter bugandensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;bugandensis
GCA_014596715.2,Enterobacter sp. E12 E12,2769348,Complete,E12,2024-06-11,PRJNA660924,SAMN15963938,GCA_014596715.2,SAMN15963938,Max Rubner-Institut,OK,Oxford Nanopore MiniION,,ASM1459671v2,1,1,2,4918985,56.0,,4551.0,food,2015-05-02,Germany,Germany:Kiel,,,30.0,-1,GCF_900324475.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter bugandensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bugandensis
GCA_050198945.1,Enterobacter hormaechei A30423,158836,Complete,A30423,2025-05-06,PRJNA1136676,SAMN42539917,GCA_050198945.1,SAMN42539917,University Hospital Muenster,OK,PacBio Sequel,,ASM5019894v1,1,2,3,4941642,55.5,,4578.0,not collected,2023,Germany,Germany,Homo sapiens,,10.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;hormaechei-steigerwaltii-3
GCA_036687415.1,Enterobacter hormaechei B19446,158836,Complete,B19446,2024-02-17,PRJNA1064408,SAMN39434824,GCA_036687415.1,SAMN39434824,University of Galway,OK,Illumina NovaSeq; Oxford Nanopore MinION,,B19446,1,1,2,4971151,55.0,,4587.0,Estuaring lagoon,2019,Ireland,Ireland,,,4.0,-1,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,mobile-3;mobile-8;hormaechei-hoffmannii-3
299767.227,Enterobacter ludwigii strain 994590,299767,Complete,994590,2021-11-07T00:00:00Z,PRJNA774541,SAMN22567593,GCA_020783215.1,CP086101,JMI Laboratories,Complete,Illumina MiSeq; Oxford Nanopore MinION,29.01x,Unicycler v. v0.4.9b,1,0,1,4763253,54.66002,4553,4439,,2017,USA,USA: California,Homo sapiens,sample_type:whole genome,32.0,1507,GCF_001750725.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;ludwigii
158836.969,Enterobacter hormaechei strain Eho-5,158836,Complete,Eho-5,2020-12-10T00:00:00Z,PRJNA599404,SAMN13747511,GCA_015910265.1,"CP047736,CP047737,CP047738,CP047739",Public Health Ontario,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,3,4,5194902,54.8979,5148,4929,urine,2012-06-20,Canada,Canada:Ontario,,collected_by:Public Health Ontario,10.0,93,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-9;hormaechei-steigerwaltii-2
550.2510,Enterobacter cloacae strain SGAir0282 strain not applicable,550,Complete,not applicable,2019-10-16T00:00:00Z,PRJNA388547,SAMN08222714,GCA_009036245.1,CP027986,Nanyang Technological University,Complete,PacBio; Illumina MiSeq,84.82x (PacBio); 91.39x (Illumina Miseq)x,HGAP v. 3,1,,1,4711389,55.54566,4558,4496,air,2015-05-14,Singapore,Singapore,,sample_type:whole organism,14.0,1330,GCF_002939185.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sichuanensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
550.1528,Enterobacter cloacae strain AR_0093,550,Complete,AR_0093,2018-03-19T00:00:00Z,PRJNA292904,SAMN04014934,GCA_003053755.1,"CP027604,CP027605,CP027606",Centers for Disease Control and Prevention,Complete,PacBio RSII,189x,HGAP v. 2.3,1,2,3,4980809,55.15014,4889,4810,,,,,,,5.0,114,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,mobile-2;mobile-9;hormaechei-xiangfangensis-1
GCA_052412295.1,Enterobacter hormaechei AI-3,158836,Complete,AI-3,2025-09-03,PRJNA1300670,SAMN50421904,GCA_052412295.1,SAMN50421904,Zhejiang Provincial People's Hospital,OK,Oxford Nanopore; Illumina Illumina NovaSeq,,ASM5241229v1,1,6,7,5415152,54.5,,5110.0,hospital wastewater,2024,China,China:Hangzhou,,,1.0,-1,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-2;mobile-3;hormaechei-hoffmannii-1
158836.1036,Enterobacter hormaechei strain 1575,158836,Complete,1575,2021-01-24T00:00:00Z,PRJNA690587,SAMN17252997,GCA_016745355.1,"CP068287,CP068288,CP068289",Shanghai Pulmonary Hospital,Complete,Illumina HiSeq; PacBio RSII,200.0x,HGAP v. v4.0,1,2,3,5031379,54.68262,4939,4759,,2018-04-25,China,China,"Human, Homo sapiens",sample_type:whole organism,4.0,102,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1
158836.2098,Enterobacter hormaechei 2020CK-00204,158836,Complete,2020CK-00204,2023-01-17T00:00:00Z,PRJNA812595,SAMN15907139,,"CP115689,CP115690,CP115691,CP115692,CP115693,CP115694,CP115695",,,Oxford Nanopore GridION,20.0x,Unicycler v. 0.5.0,1,6,7,5166182,55.208508,5096,4937,Tracheal Aspirate/Wash,1929-09-24,USA,USA,Homo sapiens,,12.0,536,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-3
GCA_050871255.1,Enterobacter hormaechei NY2616,158836,Complete,NY2616,2025-06-10,PRJNA1190663,SAMN45052723,GCA_050871255.1,SAMN45052723,Academy of Military Medical Sciences,OK,PacBio RSII,,ASM5087125v1,1,2,3,5254394,55.0,,4891.0,sputum,2014,China,China: zhejiang,Homo sapiens,,10.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-9;hormaechei-steigerwaltii-3
550.1584,Enterobacter cloacae strain AR_038,550,Complete,AR_038,2018-07-05T00:00:00Z,PRJNA316321,SAMN04014879,GCA_003288475.1,"CP030347,CP030345,CP030346,CP030348,CP030349,CP030350",FDA/CDC,Complete,Pacbio; Illumina,13.96x,SMRT v. 2.3.0; HGAP v. 3.0; SPAdes v.,1,5,6,5286422,55.311268,5273,5183,,,,,,,10.0,93,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-2
550.2451,Enterobacter cloacae strain 4928STDY7071160,550,Complete,4928STDY7071160,2019-07-09T00:00:00Z,PRJEB22252,SAMEA104567259,GCA_902166405.1,LR607347,SC,Complete,,,,1,,1,5598694,55.121094,5012,,faecal,2018,United Kingdom,United Kingdom,"Human, Homo sapiens",,3.0,168,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-9;hormaechei-hoffmannii-2
GCA_051903055.1,Enterobacter asburiae NY14272,61645,Complete,NY14272,2025-08-08,PRJNA1191195,SAMN45071131,GCA_051903055.1,SAMN45071131,Academy of Military Medical Science,OK,PacBio RSII,,ASM5190305v1,1,3,4,5355551,55.5,,5060.0,sputum,2016,China,China: Beijing,Homo sapiens,,25.0,-1,GCF_002208095.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae_M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-7;asburiae-2
550.3973,Enterobacter cloacae 2340913,550,Complete,2340913,2022-10-30T00:00:00Z,PRJNA884522,SAMN31029877,GCA_025908355.1,"CP109673,CP109674",,Complete,Oxford Nanopore PromethION,100X,Flye v. v.2.8.3; Minimap2 v. v.2.17;,1,1,2,4961506,55.610104,4829,4680,ascites,2019-06-21,Taiwan,Taiwan,Homo sapiens,collected_by:Yuan's General Hospital,22.0,25,GCF_007035645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-9;asburiae-1
158836.968,Enterobacter hormaechei strain Eho-6,158836,Complete,Eho-6,2020-12-10T00:00:00Z,PRJNA599404,SAMN13747512,GCA_015910245.1,"CP047729,CP047730,CP047731,CP047732,CP047733,CP047734,CP047735",Public Health Ontario,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,6,7,5066589,54.72593,4990,4757,Rectal,2014-02-25,Canada,Canada:Ontario,,collected_by:Public Health Ontario,8.0,269,GCF_001875655.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mobile-1;hormaechei-hormaechei
158836.977,Enterobacter hormaechei strain MSB1_8J,158836,Complete,MSB1_8J,2020-12-20T00:00:00Z,PRJNA646837,SAMN17054651,GCA_016126855.1,"CP065939,CP065940,CP065941,CP065942",Monash University,Complete,Oxford Nanopore MinION; Illumina HiSeq,38.0x,Unicycler v. 0.4,1,3,4,5201113,54.731747,5154,4937,rectal swab,2014,Australia,Australia: Melbourne,"Human, Homo sapiens","collected_by:Microbiology Unit & Department of Infectious Diseases, Alfred Hospital",5.0,114,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,mobile-1;hormaechei-xiangfangensis-1
GCA_030848145.1,Enterobacter hormaechei 22KM0858,158836,Complete,22KM0858,2023-08-21,PRJNA976530,SAMN35394401,GCA_030848145.1,SAMN35394401,University of Bern,OK,Illumina; Oxford Nanopore,,ASM3084814v1,1,3,4,5093087,55.0,,4738.0,swab hip joint,2022-03-28,Switzerland,Switzerland,Dog,,5.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,mobile-1;mobile-3;hormaechei-xiangfangensis-1
550.2914,Enterobacter cloacae strain STN0717-60,550,Complete,STN0717-60,2020-10-09T00:00:00Z,PRJDB9036,SAMD00195978,GCA_015137855.1,AP022509,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",Complete,Sequel; NextSeq 500,301x,flye v. 2.5; minimap v. 0.2-r124; racon v.,1,0,1,4853939,55.29608,4638,4522,hospital sewage,2018-07-17,Japan,Japan:Tokyo,,,12.0,50,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;hormaechei-steigerwaltii-3
158836.410,Enterobacter hormaechei strain FDAARGOS_642 strain Not applicable,158836,Complete,Not applicable,2019-09-25T00:00:00Z,PRJNA231221,SAMN11056357,GCA_008693905.1,CP044107,US Food and Drug Administration,Complete,Pacbio; Illumina,683.77x,canu v. 1.4,1,,1,4698106,55.59002,4444,4352,clinical isolate,,USA,USA: KY,"Human, Homo sapiens",collected_by:University of Louisville,12.0,535,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-1
GCA_043974055.1,Enterobacter cloacae ECC-003,550,Complete,ECC-003,2024-10-28,PRJNA1067818,SAMN39551818,GCA_043974055.1,SAMN39551818,National Health Research Institutes,OK,Oxford Nanopore GridION and Illumina NovaSeq,,ASM4397405v1,1,4,5,5220595,54.5,,4840.0,urine,2022-07-03,Taiwan,Taiwan,Homo sapiens,,34.0,-1,GCF_000025565.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-3;mobile-10;cloacae
GCA_030863665.1,Enterobacter hormaechei CUVET19-891,158836,Complete,CUVET19-891,2023-08-23,PRJNA912905,SAMN32262092,GCA_030863665.1,SAMN32262092,Chulalongkorn University,OK,Oxford Nanopore MinION and Illumina Novaseq 6000,,ASM3086366v1,1,8,9,5114037,55.0,,4764.0,urine,2019-05-10,Thailand,Thailand: Bangkok,dog,,7.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-2;mobile-6;hormaechei-xiangfangensis-3
550.3093,Enterobacter cloacae strain Colony340,550,Complete,Colony340,2021-07-18T00:00:00Z,PRJNA668870,SAMN17833492,GCA_019265145.1,CP078540,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,91.224x,idba_ud v. V1.1.3,1,0,1,5033927,55.422943,4409,,food,,Thailand,Thailand: Songkhla,,"collected_by:Department of Disease Control, Ministry of Public Health",34.0,1385,GCF_000025565.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloacae
